,楼盘名称,楼盘价格,楼盘位置,楼盘户型,link,longitude,latitude
1357,['阳逻万达广场WE+公寓'],5500,武汉·阳逻之心柴泊大道与翔飞路交汇处南行300米,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_ylwdgcyjblpqj/,114.5754564,30.71007564
1358,['清能铂金墅'],8500,胜海大道与汉口北大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_qnzrfblzfo/,114.3984349,30.7265356
1359,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
1360,['保利明玥晨光'],12500,湖北省武汉市东西湖区金北一路辅路,"['二居室(1)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_blmycgbmbtj/,114.1359697,30.65688908
1361,['中建中法之星'],15000,知音湖大道中建中法之星,"['二居室(2)', '三居室(2)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_zjzfzxbmbtr/,114.0961874,30.55993704
1362,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
1363,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
1364,['航空路壹号·星荟'],17000,航空路同妙墩路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hklcthklyhbmbrp/,114.2698199,30.58945368
1365,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
1366,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
1367,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
1368,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
1369,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
1370,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
1371,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
1372,['保利江锦1号'],23000,临江大道御铁机路交汇处,"['二居室(3)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bljjbkyxw/,114.3246628,30.58578608
1373,['中海长江十里'],42600,汉口滨江国际商务区,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xxlzheqbjxmblarv/,114.3470422,30.59760886
1374,['学林御景雅苑'],6850,文昌大道与南安街交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xlyjyyblana/,114.8189071,30.84485305
1375,['三远大爱城'],8800,蔡甸大街与一中东路交汇处（九坤翰林苑正对面）,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_sydacblddb/,114.0243319,30.58085631
1376,['明想青年汇'],9500,汤云海路（佰昌小学斜对面）,"['二居室(1)', '三居室(9)']",https://wh.fang.lianjia.com//loupan/p_tyhlmxqnhblebu/,114.2520517,30.70718565
1377,['卓尔时代中心'],8000,刘店立交口（卓尔生活城旁）,"['一居室(1)', '二居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dhgszehlcsdzxblebz/,114.313516,30.69721887
1378,['东原印未来'],9700,临空港新城滨河南路与径西八路交汇处,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dyywlbldtb/,114.1353041,30.67175584
1379,['海伦堡海悦世界'],11500,四新大道与江城大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_hlbhysjbleyl/,114.2258244,30.52462571
1380,['城投东方领誉'],6500,柴泊大道城投东方领誉,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_cbddctdflyblgrm/,114.6000452,30.69074503
1381,['德信江宸'],13000,沌口路181号（原汉阳造纸厂）,"['三居室(4)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_dxygcljgyblfwp/,114.2057065,30.46599555
1382,['江景花园'],5000,经济开发区工人村66号（中百仓储旁）,"['二居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jjhyblnqz/,114.4264615,30.65582918
1383,['凯景国际大厦'],13000,古田二路103号,[],https://wh.fang.lianjia.com//loupan/p_kjgjdsblnxg/,114.205469,30.6096368
1384,['南德缦和世纪'],6800,湖北省武汉市蔡甸区柏林地铁站口,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ndmhsjblpqm/,113.9921878,30.58934114
1385,['华生新城国土郡'],6800,湖北省武汉市汉南区纱帽正街(马影河东侧),"['二居室(6)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hsgtjcblfdd/,114.0392774,30.32107011
1386,['长投航空路壹号'],31000,航空路长投航空路壹号,"['一居室(3)', '二居室(4)', '三居室(4)']",https://wh.fang.lianjia.com//loupan/p_hklcthklyhblnry/,114.2661202,30.59260283
1387,['阳逻万达广场WE+公寓'],5500,武汉·阳逻之心柴泊大道与翔飞路交汇处南行300米,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_ylwdgcyjblpqj/,114.5754564,30.71007564
1388,['清能铂金墅'],8500,胜海大道与汉口北大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_qnzrfblzfo/,114.3984349,30.7265356
1389,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
1390,['保利明玥晨光'],12500,湖北省武汉市东西湖区金北一路辅路,"['二居室(1)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_blmycgbmbtj/,114.1359697,30.65688908
1391,['中建中法之星'],15000,知音湖大道中建中法之星,"['二居室(2)', '三居室(2)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_zjzfzxbmbtr/,114.0961874,30.55993704
1392,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
1393,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
1394,['航空路壹号·星荟'],17000,航空路同妙墩路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hklcthklyhbmbrp/,114.2698199,30.58945368
1395,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
1396,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
1397,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
1398,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
1399,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
1400,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
1401,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
1402,['保利江锦1号'],23000,临江大道御铁机路交汇处,"['二居室(3)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bljjbkyxw/,114.3246628,30.58578608
1403,['中海长江十里'],42600,汉口滨江国际商务区,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xxlzheqbjxmblarv/,114.3470422,30.59760886
1404,['学林御景雅苑'],6850,文昌大道与南安街交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xlyjyyblana/,114.8189071,30.84485305
1405,['三远大爱城'],8800,蔡甸大街与一中东路交汇处（九坤翰林苑正对面）,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_sydacblddb/,114.0243319,30.58085631
1406,['明想青年汇'],9500,汤云海路（佰昌小学斜对面）,"['二居室(1)', '三居室(9)']",https://wh.fang.lianjia.com//loupan/p_tyhlmxqnhblebu/,114.2520517,30.70718565
1407,['卓尔时代中心'],8000,刘店立交口（卓尔生活城旁）,"['一居室(1)', '二居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dhgszehlcsdzxblebz/,114.313516,30.69721887
1408,['东原印未来'],9700,临空港新城滨河南路与径西八路交汇处,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dyywlbldtb/,114.1353041,30.67175584
1409,['海伦堡海悦世界'],11500,四新大道与江城大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_hlbhysjbleyl/,114.2258244,30.52462571
1410,['城投东方领誉'],6500,柴泊大道城投东方领誉,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_cbddctdflyblgrm/,114.6000452,30.69074503
1411,['德信江宸'],13000,沌口路181号（原汉阳造纸厂）,"['三居室(4)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_dxygcljgyblfwp/,114.2057065,30.46599555
1412,['江景花园'],5000,经济开发区工人村66号（中百仓储旁）,"['二居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jjhyblnqz/,114.4264615,30.65582918
1413,['凯景国际大厦'],13000,古田二路103号,[],https://wh.fang.lianjia.com//loupan/p_kjgjdsblnxg/,114.205469,30.6096368
1414,['南德缦和世纪'],6800,湖北省武汉市蔡甸区柏林地铁站口,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ndmhsjblpqm/,113.9921878,30.58934114
1415,['华生新城国土郡'],6800,湖北省武汉市汉南区纱帽正街(马影河东侧),"['二居室(6)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hsgtjcblfdd/,114.0392774,30.32107011
1416,['长投航空路壹号'],31000,航空路长投航空路壹号,"['一居室(3)', '二居室(4)', '三居室(4)']",https://wh.fang.lianjia.com//loupan/p_hklcthklyhblnry/,114.2661202,30.59260283
1417,['阳逻万达广场WE+公寓'],5500,武汉·阳逻之心柴泊大道与翔飞路交汇处南行300米,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_ylwdgcyjblpqj/,114.5754564,30.71007564
1418,['清能铂金墅'],8500,胜海大道与汉口北大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_qnzrfblzfo/,114.3984349,30.7265356
1419,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
1420,['保利明玥晨光'],12500,湖北省武汉市东西湖区金北一路辅路,"['二居室(1)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_blmycgbmbtj/,114.1359697,30.65688908
1421,['中建中法之星'],15000,知音湖大道中建中法之星,"['二居室(2)', '三居室(2)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_zjzfzxbmbtr/,114.0961874,30.55993704
1422,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
1423,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
1424,['航空路壹号·星荟'],17000,航空路同妙墩路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hklcthklyhbmbrp/,114.2698199,30.58945368
1425,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
1426,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
1427,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
1428,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
1429,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
1430,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
1431,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
1432,['保利江锦1号'],23000,临江大道御铁机路交汇处,"['二居室(3)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bljjbkyxw/,114.3246628,30.58578608
1433,['中海长江十里'],42600,汉口滨江国际商务区,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xxlzheqbjxmblarv/,114.3470422,30.59760886
1434,['学林御景雅苑'],6850,文昌大道与南安街交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xlyjyyblana/,114.8189071,30.84485305
1435,['三远大爱城'],8800,蔡甸大街与一中东路交汇处（九坤翰林苑正对面）,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_sydacblddb/,114.0243319,30.58085631
1436,['明想青年汇'],9500,汤云海路（佰昌小学斜对面）,"['二居室(1)', '三居室(9)']",https://wh.fang.lianjia.com//loupan/p_tyhlmxqnhblebu/,114.2520517,30.70718565
1437,['卓尔时代中心'],8000,刘店立交口（卓尔生活城旁）,"['一居室(1)', '二居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dhgszehlcsdzxblebz/,114.313516,30.69721887
1438,['东原印未来'],9700,临空港新城滨河南路与径西八路交汇处,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dyywlbldtb/,114.1353041,30.67175584
1439,['海伦堡海悦世界'],11500,四新大道与江城大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_hlbhysjbleyl/,114.2258244,30.52462571
1440,['城投东方领誉'],6500,柴泊大道城投东方领誉,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_cbddctdflyblgrm/,114.6000452,30.69074503
1441,['德信江宸'],13000,沌口路181号（原汉阳造纸厂）,"['三居室(4)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_dxygcljgyblfwp/,114.2057065,30.46599555
1442,['江景花园'],5000,经济开发区工人村66号（中百仓储旁）,"['二居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jjhyblnqz/,114.4264615,30.65582918
1443,['凯景国际大厦'],13000,古田二路103号,[],https://wh.fang.lianjia.com//loupan/p_kjgjdsblnxg/,114.205469,30.6096368
1444,['南德缦和世纪'],6800,湖北省武汉市蔡甸区柏林地铁站口,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ndmhsjblpqm/,113.9921878,30.58934114
1445,['华生新城国土郡'],6800,湖北省武汉市汉南区纱帽正街(马影河东侧),"['二居室(6)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hsgtjcblfdd/,114.0392774,30.32107011
1446,['长投航空路壹号'],31000,航空路长投航空路壹号,"['一居室(3)', '二居室(4)', '三居室(4)']",https://wh.fang.lianjia.com//loupan/p_hklcthklyhblnry/,114.2661202,30.59260283
1447,['阳逻万达广场WE+公寓'],5500,武汉·阳逻之心柴泊大道与翔飞路交汇处南行300米,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_ylwdgcyjblpqj/,114.5754564,30.71007564
1448,['清能铂金墅'],8500,胜海大道与汉口北大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_qnzrfblzfo/,114.3984349,30.7265356
1449,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
1450,['保利明玥晨光'],12500,湖北省武汉市东西湖区金北一路辅路,"['二居室(1)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_blmycgbmbtj/,114.1359697,30.65688908
1451,['中建中法之星'],15000,知音湖大道中建中法之星,"['二居室(2)', '三居室(2)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_zjzfzxbmbtr/,114.0961874,30.55993704
1452,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
1453,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
1454,['航空路壹号·星荟'],17000,航空路同妙墩路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hklcthklyhbmbrp/,114.2698199,30.58945368
1455,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
1456,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
1457,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
1458,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
1459,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
1460,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
1461,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
1462,['保利江锦1号'],23000,临江大道御铁机路交汇处,"['二居室(3)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bljjbkyxw/,114.3246628,30.58578608
1463,['中海长江十里'],42600,汉口滨江国际商务区,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xxlzheqbjxmblarv/,114.3470422,30.59760886
1464,['学林御景雅苑'],6850,文昌大道与南安街交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xlyjyyblana/,114.8189071,30.84485305
1465,['三远大爱城'],8800,蔡甸大街与一中东路交汇处（九坤翰林苑正对面）,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_sydacblddb/,114.0243319,30.58085631
1466,['明想青年汇'],9500,汤云海路（佰昌小学斜对面）,"['二居室(1)', '三居室(9)']",https://wh.fang.lianjia.com//loupan/p_tyhlmxqnhblebu/,114.2520517,30.70718565
1467,['卓尔时代中心'],8000,刘店立交口（卓尔生活城旁）,"['一居室(1)', '二居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dhgszehlcsdzxblebz/,114.313516,30.69721887
1468,['东原印未来'],9700,临空港新城滨河南路与径西八路交汇处,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dyywlbldtb/,114.1353041,30.67175584
1469,['海伦堡海悦世界'],11500,四新大道与江城大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_hlbhysjbleyl/,114.2258244,30.52462571
1470,['城投东方领誉'],6500,柴泊大道城投东方领誉,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_cbddctdflyblgrm/,114.6000452,30.69074503
1471,['德信江宸'],13000,沌口路181号（原汉阳造纸厂）,"['三居室(4)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_dxygcljgyblfwp/,114.2057065,30.46599555
1472,['江景花园'],5000,经济开发区工人村66号（中百仓储旁）,"['二居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jjhyblnqz/,114.4264615,30.65582918
1473,['凯景国际大厦'],13000,古田二路103号,[],https://wh.fang.lianjia.com//loupan/p_kjgjdsblnxg/,114.205469,30.6096368
1474,['南德缦和世纪'],6800,湖北省武汉市蔡甸区柏林地铁站口,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ndmhsjblpqm/,113.9921878,30.58934114
1475,['华生新城国土郡'],6800,湖北省武汉市汉南区纱帽正街(马影河东侧),"['二居室(6)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_hsgtjcblfdd/,114.0392774,30.32107011
1476,['长投航空路壹号'],31000,航空路长投航空路壹号,"['一居室(3)', '二居室(4)', '三居室(4)']",https://wh.fang.lianjia.com//loupan/p_hklcthklyhblnry/,114.2661202,30.59260283
1477,['阳逻万达广场WE+公寓'],5500,武汉·阳逻之心柴泊大道与翔飞路交汇处南行300米,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_ylwdgcyjblpqj/,114.5754564,30.71007564
1478,['清能铂金墅'],8500,胜海大道与汉口北大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_qnzrfblzfo/,114.3984349,30.7265356
1479,['长投保利汉口印'],37500,武汉市江岸区解放大道与澳门路交汇处,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ctblthbmdjt/,114.3052414,30.6054978
1480,['保利明玥晨光'],12500,湖北省武汉市东西湖区金北一路辅路,"['二居室(1)', '三居室(2)']",https://wh.fang.lianjia.com//loupan/p_blmycgbmbtj/,114.1359697,30.65688908
1481,['中建中法之星'],15000,知音湖大道中建中法之星,"['二居室(2)', '三居室(2)', '四居室(6)']",https://wh.fang.lianjia.com//loupan/p_zjzfzxbmbtr/,114.0961874,30.55993704
1482,['新城桃李郡'],23000,湖北省武汉市东西湖区,[],https://wh.fang.lianjia.com//loupan/p_xctljbmcto/,114.1434587,30.62591982
1483,['港尚府'],5700,湖北省武汉市新洲区阳光大道,"['三居室(6)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_gsfbmclq/,114.5805876,30.67524496
1484,['航空路壹号·星荟'],17000,航空路同妙墩路交汇处,['一居室(1)'],https://wh.fang.lianjia.com//loupan/p_hklcthklyhbmbrp/,114.2698199,30.58945368
1485,['联投安屿那'],17000,武汉市东湖高新区花山大道与春和路交汇处,"['三居室(1)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_bmdpg/,114.5045788,30.4975668
1486,['中关村动漫城'],17000,湖北省武汉市汉阳区芳草路与四新大道交叉口西南角,['三居室(2)'],https://wh.fang.lianjia.com//loupan/p_zgcdmcbmhho/,114.2088768,30.53434892
1487,['荣耀星河'],7500,汉施公路长投·长河九里,"['三居室(3)', '四居室(5)']",https://wh.fang.lianjia.com//loupan/p_ctchjlbmhkx/,114.5377612,30.74083407
1488,['清能铂金墅'],15000,胜海大道与汉口北大道交汇处,[],https://wh.fang.lianjia.com//loupan/p_qnzrfbmgbv/,114.3984349,30.7265356
1489,['联投武汉城建花山印象'],16300,花城大道联投武汉城建花山印象,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_ltwhcjhsyxbmgqx/,114.5207562,30.55526554
1490,['清能清江锦城•左右时代'],10500,白沙三路与光霞东路交汇处,"['一居室(2)', '二居室(1)']",https://wh.fang.lianjia.com//loupan/p_qnqjjczysdbmibd/,114.2971247,30.47908105
1491,['武汉二十四城'],21000,金北一路武汉二十四城,[],https://wh.fang.lianjia.com//loupan/p_whesscbmhvw/,114.1644672,30.65750108
1492,['保利江锦1号'],23000,临江大道御铁机路交汇处,"['二居室(3)', '三居室(1)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_bljjbkyxw/,114.3246628,30.58578608
1493,['中海长江十里'],42600,汉口滨江国际商务区,"['三居室(2)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_xxlzheqbjxmblarv/,114.3470422,30.59760886
1494,['学林御景雅苑'],6850,文昌大道与南安街交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_xlyjyyblana/,114.8189071,30.84485305
1495,['三远大爱城'],8800,蔡甸大街与一中东路交汇处（九坤翰林苑正对面）,"['二居室(1)', '三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_sydacblddb/,114.0243319,30.58085631
1496,['明想青年汇'],9500,汤云海路（佰昌小学斜对面）,"['二居室(1)', '三居室(9)']",https://wh.fang.lianjia.com//loupan/p_tyhlmxqnhblebu/,114.2520517,30.70718565
1497,['卓尔时代中心'],8000,刘店立交口（卓尔生活城旁）,"['一居室(1)', '二居室(2)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_dhgszehlcsdzxblebz/,114.313516,30.69721887
1498,['东原印未来'],9700,临空港新城滨河南路与径西八路交汇处,"['三居室(4)', '四居室(2)']",https://wh.fang.lianjia.com//loupan/p_dyywlbldtb/,114.1353041,30.67175584
1499,['海伦堡海悦世界'],11500,四新大道与江城大道交汇处,['三居室(3)'],https://wh.fang.lianjia.com//loupan/p_hlbhysjbleyl/,114.2258244,30.52462571
1500,['城投东方领誉'],6500,柴泊大道城投东方领誉,"['三居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_cbddctdflyblgrm/,114.6000452,30.69074503
1501,['德信江宸'],13000,沌口路181号（原汉阳造纸厂）,"['三居室(4)', '四居室(3)']",https://wh.fang.lianjia.com//loupan/p_dxygcljgyblfwp/,114.2057065,30.46599555
1502,['江景花园'],5000,经济开发区工人村66号（中百仓储旁）,"['二居室(5)', '四居室(1)']",https://wh.fang.lianjia.com//loupan/p_jjhyblnqz/,114.4264615,30.65582918
1503,['凯景国际大厦'],13000,古田二路103号,[],https://wh.fang.lianjia.com//loupan/p_kjgjdsblnxg/,114.205469,30.6096368
1504,['南德缦和世纪'],6800,湖北省武汉市蔡甸区柏林地铁站口,['三居室(4)'],https://wh.fang.lianjia.com//loupan/p_ndmhsjblpqm/,113.9921878,30.58934114
